2019-12-30 23:51:12+00:00; Debora_D_Diniz; @ZaramellaMira Obrigada, Mira! Sua presença é muito importante por aqui. Agradeço muito.; 1; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211796912757706752; None; None
2019-12-30 23:46:02+00:00; Debora_D_Diniz; @BetePerli Continuarei, Elizabete. Obrigada pelo apoio e presença.; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211795612649295873; None; None
2019-12-30 23:44:50+00:00; Debora_D_Diniz; @JaqueGiarletti Obrigada, Jaqueline. Seguimos juntas.; 1; 1; 4; 0; https://twitter.com/Debora_D_Diniz/status/1211795309652828161; None; None
2019-12-30 23:44:25+00:00; Debora_D_Diniz; @cabanadapoesia @DamaresAlves Obrigada por suas palavras e por sua presença, Claudio!; 1; 0; 6; 0; https://twitter.com/Debora_D_Diniz/status/1211795203478237184; None; None
2019-12-30 23:43:49+00:00; Debora_D_Diniz; @BeteGalo Obrigada Elisabete! Muito mesmo!; 0; 0; 0; 0; https://twitter.com/Debora_D_Diniz/status/1211795054618169346; None; None
2019-12-30 23:43:23+00:00; Debora_D_Diniz; @ikc300 Obrigada por suas palavras.; 0; 0; 2; 0; https://twitter.com/Debora_D_Diniz/status/1211794945755025409; None; None
2019-12-30 23:43:02+00:00; Debora_D_Diniz; @LidiaMFerreira Não pararei, Lídia. Obrigada por estar aqui.; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211794857297092608; None; None
2019-12-30 23:42:03+00:00; Debora_D_Diniz; @helida_lanca Eu que agradeço imensamente a presença de cada pessoa aqui, Hélida.; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211794608562352130; None; None
2019-12-30 23:31:30+00:00; Debora_D_Diniz; @156Vania Obrigada pelas palavras e presença, Vavá.; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211791955061084160; None; None
2019-12-30 23:31:05+00:00; Debora_D_Diniz; @etnocopop Obrigada, Michel. E obrigada por estar aqui.; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211791849523949569; None; None
2019-12-30 23:08:33+00:00; Debora_D_Diniz; @Lia78908233 Obrigada pelas suas palavras, Lia!; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211786179655417856; None; None
2019-12-30 22:59:51+00:00; Debora_D_Diniz; @zeroig Obrigada, Zé, pelas palavras e pela presença.; 0; 0; 3; 0; https://twitter.com/Debora_D_Diniz/status/1211783991067578373; None; None
2019-12-30 22:59:30+00:00; Debora_D_Diniz; @pgarciamarco Obrigada, Marco. E obrigada por estar aqui.; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211783901733101569; None; None
2019-12-30 22:23:37+00:00; Debora_D_Diniz; @MarthaYsis Obrigada por me ajudar a seguir por aqui, Martha!; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211774870004125702; None; None
2019-12-30 22:09:48+00:00; Debora_D_Diniz; @tete_tnt Tetê, eu que agradeço a sua presença por aqui! Obrigada!; 0; 0; 4; 0; https://twitter.com/Debora_D_Diniz/status/1211771395044249600; None; None
2019-12-30 22:06:53+00:00; Debora_D_Diniz; @qisso2019 @petracostal Dai comecei a assistir outras coisas boas. Vi Dois Papas ontem. Já viu?; 1; 0; 6; 0; https://twitter.com/Debora_D_Diniz/status/1211770660785197056; None; None
2019-12-30 21:57:34+00:00; Debora_D_Diniz; @VeraTaranto Obrigada, Vera! Pela presença, pelas palavras e pelo carinho.; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211768313988239361; None; None
2019-12-30 21:53:53+00:00; Debora_D_Diniz; @BelezaPuraBP Adorei! Obrigada!; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211767386141052935; None; None
2019-12-30 21:53:20+00:00; Debora_D_Diniz; @MargareteBSB Muito obrigada, Margarete! Seguiremos assim, juntas.; 0; 0; 0; 0; https://twitter.com/Debora_D_Diniz/status/1211767247498350594; None; None
2019-12-30 21:48:11+00:00; Debora_D_Diniz; @NPacova Obrigada por suas palavras e sua presença!; 1; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211765952582422530; None; None
2019-12-30 21:47:34+00:00; Debora_D_Diniz; @ferdihenrix Obrigada por sua gentileza. Seguimos.; 0; 0; 1; 0; https://twitter.com/Debora_D_Diniz/status/1211765797393256449; None; None
2019-12-30 21:40:46+00:00; Debora_D_Diniz; Eu preciso confessar: não tinha televisão nem Netflix. Comprei uma e assinei Netflix para assistir Democracia em Vertigem. Dos dez documentários listados como mais populares, só mantive minha lealdade à beleza de @petracostal. Parabéns. https://t.co/97WOKKUh0E; 23; 65; 1021; 3; https://twitter.com/Debora_D_Diniz/status/1211764086658256899; None; https://twitter.com/petracostal/status/1211713699490217985
